,time,consent,age,gender,pronouns,ethnicity,religion,political_affil,education,degree_name,income,disability,disability_name,cert_license,time_in_bx_anal,time_cert_license,country_live,province_live,state_live,country_practice,province_practice,state_practice,define_diversity,familiar_cis_fem,familiar_cis_male,familiar_trans_fem,familiar_trans_male,familiar_non_binary,familiar_gender_fluid,familiar_gender_neutral,familiar_asian,familiar_black,familiar_white,familiar_latinx,familiar_nat_amer,familiar_pac_isl,familiar_agnostic,familiar_amish,familiar_buddhism,familiar_christian,familiar_hinduism,familiar_islam,familiar_jehovah,familiar_judaism,familiar_atheist,familiar_paganism,familiar_wiccan,actions_recommend,survey_feedback,browser,ip_address,unique_id,location
231,3/9/21 18:23,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,female,She/her/hers,White,None,Democratic,Master's degree,,"$100,000 to $149,999",No,,Board Certified Behavior Analyst,6-10 years,0-5 years,United States,,Nevada,United States,,Nevada,"Differences found amongst religion, beliefs, sexuality, political views, socioeconomic status, race, ethnicity, environment, family situation, and education level.",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Training BCBAs, supervisors, clinical directors, RBTs, etc. on how to approach different situations with people who hold beliefs different from theirs or unfamiliar to them. How to talk to parents and clients from a place of compassion, empathy, and concern, and work within the families boundaries to achieve the most positive results possible from treatment. ","More research into the role ABA can play outside of the 'autism' field. So many people misunderstand that this science can be useful outside of Autism, and is not a punishment or a way to 'erase' Autism. This science can be useful to just about anyone and any field. Hopefully we can reach people who aren't affected by Autism and help in other demographics. ",Chrome 88.0.4324.190 / Windows,24.234.69.105,776182788,"36.174999237061, -115.13719940186"
232,3/9/21 18:24,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Male,He/him/his,Caucasian,Roman Catholic,,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,11-15 years,6-10 years,United States,,,United States,,"NJ, NY, LA","Equal representation of all subgroups within a primary group (equal among gender, among race, etc.).",Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,,,Safari 13.1 / OS X,24.103.45.118,776183163,"40.730800628662, -73.997497558594"
233,3/9/21 18:24,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female ,She/her/hers,Black ,Christian ,Democrat ,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,11-15 years,0-5 years,United States,,New Jersey,United States,,New Jersey,"Diversity is including all people regardless of race, ethnicity, gender, sexual orientation, or political affiliation. ",Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,,Mobile Safari 14.0.3 / iOS,68.199.163.27,776183249,"40.152400970459, -74.197799682617"
234,3/9/21 18:25,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,White/Caucasian ,Atheist,Independent,Master's degree,,"$100,000 to $149,999",No,,Board Certified Behavior Analyst,6-10 years,0-5 years,United States,,Florida,"Australia
China
United Kingdom
United States
Other: Bahrain ",,"California,  Florida, Maryland, Wisconsin, North Dakota, North Carolina, South Carolina, Arizona, Nevada, Oregon","The integration of varying cultures, ethnicities, races, religions, abilities, learning histories, and more into systems, processes, and practices. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Add diverse members into leadership teams. Provide discounts and free support for less represented communities, reduce financial barriers. Increase coursework availability in diverse geographic areas and at historically black colleges and universities. Increase the cultural competency of the ethical code and task list by involving diverse people in their creation. ",,Chrome Mobile 86.0.4240.198 / Android,184.88.124.228,776183547,"28.281600952148, -80.764503479004"
235,3/9/21 18:29,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,Hispanic ,None ,Democrat,Associate's degree,,"Less than $20,000",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,,,,,"Deriving from multiple backgrounds, cultures and ethnicities. ",Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,,,Mobile Safari 14.0.3 / iOS,172.250.96.102,776185182,"34.060699462891, -118.40319824219"
236,3/9/21 18:30,"No, I am either under the age of 18 or do not wish to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile Safari 14.0.3 / iOS,99.248.239.251,776185284,"45.269100189209, -75.751800537109"
237,3/9/21 18:30,"No, I am either under the age of 18 or do not wish to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile Safari 14.0.3 / iOS,99.248.239.251,776185453,"45.269100189209, -75.751800537109"
238,3/9/21 18:31,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female ,She/her/hers,White ,"Raised and baptized Christian, but do not currently practice. ",Liberal ,Master's degree,,"$100,000 to $149,999",No,,"Registered Behavior Technician
Other: Autism Specialist ",0-5 years,0-5 years,United States,,Kansas ,United States,,Kansas ,Diversity is different. Everyone comes together as one  ,Somewhat unfamiliar,,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Prefer not to answer,Prefer not to answer,Just knowledge of diversity as a whole. ,How the field is primarily women ,Mobile Safari 14.0 / iOS,174.234.10.47,776185832,"39.071601867676, -94.628898620605"
239,3/9/21 18:32,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female ,She/her/hers,White,I do not identify ,I do not identify ,Doctoral degree,,"$75,000 to $99,999",No,,"Board Certified Behavior Analyst-Doctoral
Licensed Behavior Analyst",11-15 years,6-10 years,United States,,WA,,,,"Different, of different thoughts, backgrounds, lived experiences, ethnicities, sexual and gender orientations, abilities, nationalities... different",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,"Diversify academia, diversify courses, have thoughtful conversations  with ourselves and others regarding inclusion",I just wonder what is assumed with length of time in the field or length of time since having earned a credential. Will there be a change in demographics or definitions across time? I hope you collect meaningful data either way! ,Mobile Safari 14.0.3 / iOS,71.197.178.88,776185945,"47.172500610352, -122.18450164795"
240,3/9/21 18:34,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,South Asian,Islam,Liberal,Master's degree,,Prefer not to say,No,,Registered Behavior Technician,0-5 years,0-5 years,Canada,Ontario,,Canada,Ontario,,"gender, SES, sexual orientation, race, language, religion",Not at all familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Not at all familiar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,,Somewhat familiar,Very familiar,Very familiar,Not at all familiar,Not at all familiar,promote ABA in lower income areas and populations to increase awareness as well as make it more accessible for lower income families ,,Mobile Safari 14.0.3 / iOS,208.98.222.73,776186981,"49.278800964355, -123.11389923096"
241,3/9/21 18:36,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",46-60,,She/her/hers,White ,I believe in God but no identified religion. ,Democrat,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,6-10 years,0-5 years,United States,,California ,United States,,California ,"Diversity is a concept that emphasizes representing, acknowledging and accepting  the rights, experiences, cultures and perspectives of people with a variety of vastly different backgrounds. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,,Mobile Safari 14.0.3 / iOS,172.249.143.185,776187524,"33.876800537109, -117.89309692383"
242,3/9/21 18:46,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Black,Christian,,Master's degree,,"$35,000 to $49,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,,United States,,Florida,"Diversity to me is a place where all ethnicity's  can thrive, work,  and learn from one another,  professionally and respectfully.  Accepting all races feedback and acceptance.",Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Somewhat unfamiliar,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Somewhat unfamiliar,Not at all familiar,More opportunities for other races and genders to build upon their career scale in the field.   ,None,Chrome 88.0.4324.186 / Chrome OS,72.186.231.22,776191260,"28.079500198364, -81.803703308105"
243,3/9/21 18:54,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,"Hispanic/Latino, White",Christian,Democrat,Master's degree,,"$20,000 to $34,999",Yes,ADHD,None at this time,0-5 years,I have not yet obtained certification,United States,,Utah,,,,"Diversity is the inclusion of individuals from various backgrounds, including race/ethnicity, gender, sexual orientation, disability status, and socioeconomic status. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"As a field that commonly works with disabled individuals, actively seeking to hire neurodiverse and disabled individuals should be considered a priority. I've attended too many conferences on ABA and autism without a single autistic speaker. Accredited training programs should also be required to have a diversity and inclusion statement. ",,Chrome 88.0.4324.96 / OS X,136.36.144.155,776193895,"37.419200897217, -122.05740356445"
244,3/9/21 19:00,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female ,She/her/hers,White ,Greek Orthodox ,Democrat,Master's degree,,"$100,000 to $149,999",No,,Board Certified Behavior Analyst,11-15 years,0-5 years,United States,,Colorado ,United States,,Colorado ,"Inclusive of all genders, races, SES, religions. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Better representation ,,Mobile Safari 14.0.3 / iOS,172.58.56.115,776196125,"39.74280166626, -104.8996963501"
245,3/9/21 19:03,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,female,She/her/hers,white,agnostic,I'm in Australia--labour party (left wing),Master's degree,,"$150,000 to $199,999",No,,Board Certified Behavior Analyst,11-15 years,6-10 years,Australia,,,Australia,,,"An amalgamation of different races, religions, and backgrounds within a system.",Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,not sure,Potentially including different abilities?,Chrome 89.0.4389.82 / Windows,58.179.172.209,776197142,"-37.810298919678, 144.95440673828"
246,3/9/21 19:06,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Caucasian,United Methodist,Democrats,Master's degree,,Prefer not to say,No,,"Board Certified Assistant Behavior Analyst
Licensed Behavior Analyst",21-25 years,11-15 years,United States,,Ny,United States,,Ny,Heterogeneity; having differences,Not at all familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,Strive toward representation matching population,,Silk 88.4.16 / Android,75.100.212.254,776197866,"42.208000183105, -75.675903320312"
247,3/9/21 19:06,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,FEMALE,She/her/hers,BLACK,NONE,,Master's degree,,"$300,000 or above",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",6-10 years,0-5 years,United States,,,United States,,TEXAS,"A MIX OF DIFFRENT INDIVIDUALS-DIFFRENT CULTURES, GENDERS, RACES, AND ABILITIES ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,"-COLLABORATE WITH POLICE IN AMERICA TO TRAIN AND INFORM THEM ON BEHAVIOR ANALYSIS AND WAYS TO DECREASE THE BEHAVIOR OF KILLING BLACK PEOPLE
-PUBICLY DENONCE ANY AND ALL FORMS OF RACISM BY MEMBERS IN THE FIELD",,Chrome 89.0.4389.72 / Windows,107.202.212.9,776197965,"29.58219909668, -95.760803222656"
248,3/9/21 19:10,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,African American,,Independent/Democrat,"High school graduate, diploma, or the equivalent (example: GED)",,"Less than $20,000",Yes,Depression and Anxiety,Registered Behavior Technician,0-5 years,0-5 years,United States,,Nevada,United States,,Nevada ,"Including all races, ethnicities, genders, and ages. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Showcasing more minority success. ,,Mobile Safari 14.0.3 / iOS,50.115.81.129,776199335,"34.069000244141, -118.35019683838"
249,3/9/21 19:15,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,South East Asian,No religion,Democratic Socialist ,Master's degree,,"$150,000 to $199,999",No,,"Board Certified Behavior Analyst
Other: Teaching credential",21-25 years,11-15 years,United States,,,United States,,,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,,Mobile Safari / iOS,99.75.95.77,776200707,"37.804698944092, -122.21240234375"
250,3/9/21 19:23,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,NB,Other: she they,latin/Hispanic/native descent,Philosophy ,communist,"High school graduate, diploma, or the equivalent (example: GED)",,"Less than $20,000",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,,United States,,Nm,"
the practice or quality of including or involving people from a range of different social and ethnic backgrounds and of different genders, sexual orientations, etc.",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,use of language and the way we address clients. Clients are intended disregarded in conversation and frankly nobody likes being spoken about like they are not in the room. The neuro diversity therapist collective and many autistic organizations speak out against practices by behavior analysts and those concerns should be taken into consideration even if that means discreditidation to the field. ,Na atm,Chrome Mobile 88.0.4324.181 / Android,69.247.66.166,776203488,"32.304698944092, -106.64170074463"
251,3/9/21 19:37,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,white,none,democrat,Bachelor's degree,,"$20,000 to $34,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,Maryland,"China
United States",,Maryland,the mixture and appreciation of others cultures no matter their race or religion,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,be open-minded to others,,Chrome 88.0.4324.182 / OS X,100.16.109.35,776208214,"38.910900115967, -76.540298461914"
252,3/9/21 19:37,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Male,He/him/his,Latino,Catholic,Republican,Master's degree,,"$75,000 to $99,999",No,,"Board Certified Assistant Behavior Analyst
Board Certified Behavior Analyst",6-10 years,0-5 years,United States,,,United States,,California,"Inclusive of different ideas and acceptance of various genders, religious groups and ethnical backgrounds. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Not at all familiar,Not at all familiar,,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Not at all familiar,Not at all familiar,Priority placed on areas of diversity to promote individuals who identify with that culture background into leadership positions. ,,Mobile Safari / iOS,155.186.112.23,776208340,"33.932899475098, -117.4907989502"
253,3/9/21 19:44,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Male,They/theirs,Caucasian/White,Self-Practice ,Independent ,Bachelor's degree,,"$20,000 to $34,999",Yes,"I am a recipiant of SSDI; e.g.. severe disfigurement, chronic pain, persistant infections. ",Registered Behavior Technician,0-5 years,0-5 years,United States,,Hawaii,,,,The differentiation that exists between both groups and people. ,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Measures of culture and society, e.g. beliefs, norms, and traditions-cultural world views. Parenting, i.e. imprint, styles. Family history, like known examples of abuse, neglect, or violence, also, diagnoses-potentially, why altruistic practitioners are drawn to the field. Work setting, e.g. DOE, private practice, or contracted. ","Include follow-up choices, i.e. secondary questions that change dependent on the primary selections. ",Firefox 85.0 / Windows,141.239.217.133,776210701,"21.40239906311, -157.74049377441"
254,3/9/21 19:47,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,(Cisgender) female,She/her/hers,Latina,Catholic (non-practicing),Democratic,Doctoral degree,,"$50,000 to $74,999",No,,Board Certified Behavior Analyst-Doctoral,6-10 years,6-10 years,United States,,CA,,,,"A series of different social identities (e.g., gender, race/ethnicity, dis/ability, language, etc) or approaches/ideas (e.g., methodological behaviorism, radical behaviorism, ""third wave"" behaviorism)",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,Somewhat familiar,Somewhat unfamiliar,Somewhat familiar,Somewhat unfamiliar,Somewhat familiar,Somewhat unfamiliar,Not at all familiar,Very familiar,Somewhat unfamiliar,Not at all familiar,For those in positions of privilege/power to share access to the reinforcers they have with those who don't have the same access and publicly tact when they or others of privilege/power engage in discriminatory/racist behaviors. Also for behavior analysts from underrepresented groups to demonstrate support and solidarity with one another instead of solely focusing on their own social identities.,,Chrome 88.0.4324.192 / OS X,172.251.7.122,776211613,"33.948501586914, -118.20169830322"
255,3/9/21 19:48,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",61-75,Male,He/him/his,White,Christian,Independent,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,26+ years,26+ years,United States,,,United States,,,The geographic and cultural differences between people and populations of people.,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,We do not need to increase diversity rather increase knowledge of our diverse population.,Many professions require classes in Diversity.  AVA does not. Let's fix this as a start.,Chrome Mobile 67.0.3396.87 / Android,174.215.177.83,776212196,"37.750999450684, -97.821998596191"
256,3/9/21 19:50,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",46-60,F,She/her/hers,Hispanos ,Ninguna ,,Master's degree,,"$20,000 to $34,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,FL,,,,"Está dada por las diferencias en cuanto a nacionalidad, cultura, idioincrasia, creencias, religión, orientación sexual, género, raza, color de la piel, educación, conocimientos etc",Not at all familiar,Not at all familiar,Very familiar,Very familiar,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Somewhat unfamiliar,Very familiar,Not at all familiar,Not at all familiar,,,Mobile Safari 14.0.3 / iOS,174.253.160.38,776212995,"37.750999450684, -97.821998596191"
257,3/9/21 19:54,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Asian/Pacific Islander/Hispanic,Roman Catholic,,Master's degree,,"$50,000 to $74,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",6-10 years,6-10 years,"Philippines
United States",,MA,"Philippines
United Arab Emirates
United States",,MA,"Diversity is all-inclusive and blind to assumptions about age, gender, race, ethnicity, political affiliation, educational attainment, and earning capacity.",Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Putting a separate item on the ethical code pertaining to diversity and cultural competence,,Safari 13.0.3 / OS X,180.190.118.38,776214497,"14.545599937439, 120.99579620361"
